instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,is_valid_holiday,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,0,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,48,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,49,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,50,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,51,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,52,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,53,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,54,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,55,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,56,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,57,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,58,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,59,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,60,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,61,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,62,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,63,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,64,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,65,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0,8,102,110
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,66,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,67,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,68,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20
3,1/3/2011,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,69,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,70,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,71,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,72,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,73,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,74,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,75,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,76,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,77,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,78,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,79,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,80,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,81,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,82,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,83,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,84,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,85,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,86,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,87,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,88,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,89,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,90,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0,0,48,48
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,91,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35
4,1/4/2011,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,92,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,93,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0,0,6,6
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,94,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,95,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,96,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,97,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,98,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,99,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,100,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,101,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,102,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,103,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,104,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,105,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,106,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,107,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,108,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,109,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,110,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,111,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,112,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,113,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,114,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,115,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0,1,18,19
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,116,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0,0,11,11
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,117,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0,0,4,4
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,118,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0,0,2,2
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,119,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,120,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,121,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,122,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0,0,95,95
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,123,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0,3,216,219
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,124,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0,6,116,122
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,125,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0,3,42,45
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,126,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,127,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0,6,78,84
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,128,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,129,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,130,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0,8,54,62
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,131,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,132,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,133,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,134,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,135,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,136,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,137,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52
6,1/6/2011,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,138,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23
7,1/7/2011,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,0,139,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17
7,1/7/2011,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,0,140,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7
7,1/7/2011,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,0,141,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1
7,1/7/2011,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,0,142,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1
7,1/7/2011,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,0,143,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0,0,5,5
7,1/7/2011,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,0,144,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0,8,26,34
7,1/7/2011,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,0,145,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84
